0,0.00000000,0.00000000,0.00000000,0.00000000,0,60928,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.53
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.53
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.53
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.54
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.53
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.54
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.54
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.55
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.55
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.55
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
0,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.56
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
0,0.00000000,0.00000000,0.00000000,0.00000000,0,0,unknown,unknown
68128,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
68128,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
68129,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.56
68129,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
68129,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
68130,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
68130,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
68131,0.00000000,0.00000000,0.00000000,0.00000000,0,130316,temperature,29.57
68131,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
68131,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
68132,0.00000000,0.00000000,0.00000000,0.00000000,0,128267,depth,-1000000000.00
68132,0.00000000,0.00000000,0.00000000,0.00000000,0,128259,speed,0.00
